index1.1,index1.2,val1,index2.1,index2.2,val2,index3.1,index3.2,val3,Class
4.0,0.06,12.6026,4.0,0.06,18.6951,4.0,0.06,11.3309,0
4.0,0.24,12.5105,4.0,0.24,18.6883,4.0,0.24,11.3523,0
16.758038511718844,4.5036036398033765,38.49511641245598,11.335585534680648,6.200451744335199,37.40654974969783,16.666025410158042,8.812783416475815,44.83936224458162,1
4.0,0.9,12.465,4.0,0.9,18.736,4.0,0.9,11.1574,0
4.0,1.2,12.3249,4.0,1.2,18.7061,4.0,1.2,11.1623,0
4.0,1.8,12.0975,4.0,1.8,18.791,4.0,1.8,11.3251,0
5.0,0.06,15.5352,5.0,0.06,23.6645,5.0,0.06,13.944,0
5.0,0.24,15.5624,5.0,0.24,23.4187,5.0,0.24,14.1118,0
5.0,0.48,15.5634,5.0,0.48,23.2727,5.0,0.48,13.9728,0
5.0,0.9,15.454,5.0,0.9,23.4945,5.0,0.9,13.9326,0
5.0,1.2,15.4465,5.0,1.2,23.6717,5.0,1.2,14.1573,0
5.0,1.8,15.2377,5.0,1.8,23.6913,5.0,1.8,14.1322,0
15.837994677639585,8.382004327514922,42.75604420539501,13.2575340322065,8.521099064176719,53.90769967354774,16.639202121990365,6.889997098527047,26.31332001609551,1
0.1,0.24,0.33337,0.1,0.24,0.469329,0.1,0.24,0.005241,0
0.1,0.48,0.277585,0.1,0.48,0.479347,0.1,0.48,0.007113,0
0.1,0.9,0.287249,0.1,0.9,0.483369,0.1,0.9,0.015263,0
0.1,1.2,0.244978,0.1,1.2,0.525612,0.1,1.2,0.018692,0
0.1,1.8,0.011983,0.1,1.8,0.718181,0.1,1.8,0.022137,0
0.5,0.06,1.58383,0.5,0.06,2.36477,0.5,0.06,0.00238,0
0.5,0.24,1.58134,0.5,0.24,2.3708,0.5,0.24,0.005179,0
0.5,0.48,1.53432,0.5,0.48,2.38155,0.5,0.48,0.007473,0
0.5,0.9,1.52558,0.5,0.9,2.34519,0.5,0.9,0.015106,0
0.5,1.2,1.47083,0.5,1.2,2.3437,0.5,1.2,0.019158,0
0.5,1.8,1.24723,0.5,1.8,2.36987,0.5,1.8,0.022357,0
1.2,0.06,3.74896,1.2,0.06,5.6772,1.2,0.06,0.002304,0
1.2,0.24,3.78881,1.2,0.24,5.68693,1.2,0.24,0.004973,0
1.2,0.48,3.71652,1.2,0.48,5.65479,1.2,0.48,0.007244,0
1.2,0.9,3.6962,1.2,0.9,5.69527,1.2,0.9,0.014874,0
0.5663315170167144,0.8653219518748525,3.180820074389379,1.3785812928506354,0.7520264982056105,5.807537126430622,0.8319673907296751,0.13831073080088596,0.17228789349096105,1
1.2,1.8,3.44354,1.2,1.8,5.62242,1.2,1.8,0.022263,0
2.2402940545628467,-0.35620073838002936,9.59642178360148,2.384903941651763,0.6828625388014986,14.58969967765066,2.8658850323301066,1.5593670527512324,0.6232507889241466,1
3.0,0.24,9.38517,3.0,0.24,14.1307,3.0,0.24,0.004675,0
3.0,0.48,9.2688,3.0,0.48,14.0868,3.0,0.48,0.006947,0
3.0,0.9,9.30979,3.0,0.9,14.2896,3.0,0.9,0.014579,0
3.0,1.2,9.19071,3.0,1.2,14.1135,3.0,1.2,0.018561,0
3.0,1.8,8.94935,3.0,1.8,14.0464,3.0,1.8,0.024184,0
4.0,0.06,12.6026,4.0,0.06,18.6951,4.0,0.06,0.001668,0
4.0,0.24,12.5105,4.0,0.24,18.6883,4.0,0.24,0.004395,0
4.0,0.48,12.3375,4.0,0.48,18.9963,4.0,0.48,0.006627,0
17.28874409149095,6.975159997030152,72.19401780250932,13.407265150474588,8.24825071318877,37.62372789765829,19.98242651813498,7.769584137077294,31.86454809357553,1
4.0,1.2,12.3249,4.0,1.2,18.7061,4.0,1.2,0.018345,0
18.770919938629348,7.436698740639738,41.3871386626607,10.2239222096706,9.966887257615738,66.98524681091274,17.15897272922091,5.869343031267592,33.91470129630534,1
14.989637263252334,6.975753059399476,56.824426490001215,17.6400980725731,5.75151807598919,39.67021871398346,17.474691324064526,8.675512873625863,32.84489466055864,1
5.765086027610261,0.9578385518998983,15.623677578475386,4.742182982959837,0.9243117113492553,23.071448419307597,5.1144246040479535,0.9159786526992292,-0.41391024983231384,1
5.0,0.48,15.5634,5.0,0.48,23.2727,5.0,0.48,0.006435,0
5.0,0.9,15.454,5.0,0.9,23.4945,5.0,0.9,0.014148,0
5.0,1.2,15.4465,5.0,1.2,23.6717,5.0,1.2,0.018129,0
5.0,1.8,15.2377,5.0,1.8,23.6913,5.0,1.8,0.023883,0
0.1,0.06,0.335241,0.1,0.06,0.475221,0.1,0.06,0.004151,0
0.1,0.24,0.33337,0.1,0.24,0.469329,0.1,0.24,0.006898,0
0.1,0.48,0.277585,0.1,0.48,0.479347,0.1,0.48,0.00573,0
0.1,0.9,0.287249,0.1,0.9,0.483369,0.1,0.9,0.010529,0
0.1,1.2,0.244978,0.1,1.2,0.525612,0.1,1.2,0.006763,0
0.1,1.8,0.011983,0.1,1.8,0.718181,0.1,1.8,0.029802,0
0.5,0.06,1.58383,0.5,0.06,2.36477,0.5,0.06,0.00422,0
1.2678154894055158,1.131557259996253,1.6185433359630736,1.7359668862159288,0.22432942366513875,2.2635395248320456,0.9329362942921717,0.06310463442884306,0.04947588789744692,1
0.5,0.48,1.53432,0.5,0.48,2.38155,0.5,0.48,0.005608,0
0.5,0.9,1.52558,0.5,0.9,2.34519,0.5,0.9,0.010522,0
0.5,1.2,1.47083,0.5,1.2,2.3437,0.5,1.2,0.007393,0
4.0,1.2,18.7098,4.0,1.2,0.007499,4.0,1.2,0.01655,1
1.2,0.06,3.74896,1.2,0.06,5.6772,1.2,0.06,0.004088,0
16.286338769402054,4.985285056049487,44.3404891104925,17.806298030658155,7.189941774563923,73.79542356606362,10.743180376838854,7.340359084784004,30.35671391533187,1
1.2,0.48,3.71652,1.2,0.48,5.65479,1.2,0.48,0.00604,0
15.741183349305107,8.162077996054304,46.72435209734994,16.785631020822077,9.734310672843861,41.92628846211473,10.445681076338799,7.76007935419371,40.998660263521074,1
1.2,1.2,3.64991,1.2,1.2,5.67202,1.2,1.2,0.007519,0
1.2,1.8,3.44354,1.2,1.8,5.62242,1.2,1.8,0.030247,0
3.0,0.06,9.2684,3.0,0.06,14.1025,3.0,0.06,0.004261,0
5.0,1.8,23.3871,5.0,1.8,14.0978,5.0,1.8,0.0266845,1
12.024151342631578,4.873892415039385,51.20506187623103,17.984353104589335,5.671968741821062,73.99883895361884,12.402688674582132,6.912912281142535,23.943117669434976,1
10.179933233873,5.785653335007597,53.90368574708103,12.253256104449587,7.084013018772959,43.71324830695208,18.616687386855652,9.363017841681023,24.79714739801652,1
10.147785932120962,5.336509489792632,37.87691099943006,17.309889349855816,8.058255110931038,67.3058394188852,19.920269082946,9.784234575464613,44.38226665191327,1
3.0,1.8,8.94935,3.0,1.8,14.0464,3.0,1.8,0.028679,0
4.0,0.06,12.6026,4.0,0.06,18.6951,4.0,0.06,0.004236,0
0.4,0.06,0.333204,0.4,0.06,0.007406,0.4,0.06,0.00271,1
13.082305145842366,7.384529012087951,37.2486485679557,13.15254469555083,9.904412156275878,46.466291270330586,10.810402290067143,7.343540136504071,45.28425815382458,1
4.0,0.9,12.465,4.0,0.9,18.736,4.0,0.9,0.011116,0
4.0,1.2,12.3249,4.0,1.2,18.7061,4.0,1.2,0.007572,0
3.9298133321942874,1.4122332778622997,12.189879323426835,3.6092545663824396,1.837217615254531,18.654847124504794,3.923888372660088,2.8254701898990495,-0.1515236133536023,1
5.0,0.06,15.5352,5.0,0.06,23.6645,5.0,0.06,0.004886,0
5.117893532099017,0.2531706443737176,15.656639495544743,5.25215950778228,0.43291074321611145,23.363508409676985,5.024334021581376,-0.46215820834808474,-0.2846763228447129,1
4.999346232872456,-0.21723928904950995,15.491739465717822,4.573535838852081,1.0340989482129426,23.575666047162294,4.843121527367186,0.5510740062650202,-0.6479487884862432,1
5.0,0.9,15.454,5.0,0.9,23.4945,5.0,0.9,0.011367,0
5.0,1.2,15.4465,5.0,1.2,23.6717,5.0,1.2,0.007615,0
5.0,1.8,15.2377,5.0,1.8,23.6913,5.0,1.8,0.02899,0
0.1,0.06,0.335241,0.1,0.06,0.243067,0.1,0.06,0.287339,0
0.1,0.24,0.33337,0.1,0.24,0.266772,0.1,0.24,0.281311,0
10.657975957456468,8.310576083618797,70.77027195156185,13.488878874872615,6.583077361819076,70.3332582408499,17.543352618234668,4.947441531239124,25.378910058816427,1
0.1,0.9,0.287249,0.1,0.9,0.265419,0.1,0.9,0.415525,0
0.1,1.2,0.244978,0.1,1.2,0.269267,0.1,1.2,0.600559,0
0.1,1.8,0.011983,0.1,1.8,0.431288,0.1,1.8,0.491638,0
0.5,0.06,1.58383,0.5,0.06,1.07437,0.5,0.06,1.43788,0
0.5,0.24,1.58134,0.5,0.24,1.07853,0.5,0.24,1.40889,0
0.5,0.48,1.53432,0.5,0.48,1.05575,0.5,0.48,1.41073,0
0.5,0.9,1.52558,0.5,0.9,1.07894,0.5,0.9,1.4023,0
0.5,1.2,1.47083,0.5,1.2,1.093,0.5,1.2,1.42567,0
0.5,1.8,1.24723,0.5,1.8,1.27717,0.5,1.8,1.39872,0
1.2,0.06,3.74896,1.2,0.06,2.49213,1.2,0.06,3.4621,0
1.2,0.24,3.78881,1.2,0.24,2.53051,1.2,0.24,3.42661,0
1.2,0.48,3.71652,1.2,0.48,2.49108,1.2,0.48,3.38597,0
1.2,0.9,3.6962,1.2,0.9,2.51249,1.2,0.9,3.38537,0
1.2,1.2,3.64991,1.2,1.2,2.50467,1.2,1.2,3.36028,0
1.2,1.8,3.44354,1.2,1.8,2.6939,1.2,1.8,3.36135,0
3.0,0.06,9.2684,3.0,0.06,6.1865,3.0,0.06,8.42584,0
3.0,0.24,9.38517,3.0,0.24,6.16064,3.0,0.24,8.41728,0
3.0,0.48,9.2688,3.0,0.48,6.15715,3.0,0.48,8.38948,0
3.0,0.9,9.30979,3.0,0.9,6.19435,3.0,0.9,8.4018,0
3.0,1.2,9.19071,3.0,1.2,6.17992,3.0,1.2,8.52544,0
3.0,1.8,8.94935,3.0,1.8,6.34771,3.0,1.8,8.39033,0
4.0,0.06,12.6026,4.0,0.06,8.19699,4.0,0.06,11.3309,0
4.316039691765707,0.5741966852953935,12.146251632816771,3.535076143492395,0.3376026221762532,8.622276978885736,4.001592424752429,0.9807421234425836,11.368868731095056,1
4.0,0.48,12.3375,4.0,0.48,8.17149,4.0,0.48,11.1453,0
4.0,0.9,12.465,4.0,0.9,8.20701,4.0,0.9,11.1574,0
4.0,1.2,12.3249,4.0,1.2,8.24945,4.0,1.2,11.1623,0
4.0,1.8,12.0975,4.0,1.8,8.41948,4.0,1.8,11.3251,0
5.0,0.06,15.5352,5.0,0.06,10.2503,5.0,0.06,13.944,0
5.0,0.24,15.5624,5.0,0.24,10.2124,5.0,0.24,14.1118,0
5.0,0.48,15.5634,5.0,0.48,10.2301,5.0,0.48,13.9728,0
5.0,0.9,15.454,5.0,0.9,10.2659,5.0,0.9,13.9326,0
5.0,1.2,15.4465,5.0,1.2,10.2565,5.0,1.2,14.1573,0
5.0,1.8,15.2377,5.0,1.8,10.4075,5.0,1.8,14.1322,0
5.0,1.8,10.4075,5.0,1.8,0.023883,5.0,1.8,0.02899,1
16.784455065337383,6.223708164855618,64.24213474463676,11.529048826009344,7.677737953187501,48.99218807766728,12.826081506207274,6.4499921115426275,30.311007360556854,1
11.808326818001337,6.2425219689845095,59.4355525965813,15.980331033736391,9.671895323716903,57.81935065533841,17.006881199435796,8.887884717229948,39.40319728251647,1
0.1,0.9,0.287249,0.1,0.9,0.265419,0.1,0.9,0.015263,0
0.1,1.2,0.244978,0.1,1.2,0.269267,0.1,1.2,0.018692,0
0.1,1.8,0.011983,0.1,1.8,0.431288,0.1,1.8,0.022137,0
0.5,0.06,1.58383,0.5,0.06,1.07437,0.5,0.06,0.00238,0
0.5,0.24,1.58134,0.5,0.24,1.07853,0.5,0.24,0.005179,0
0.5,0.48,1.53432,0.5,0.48,1.05575,0.5,0.48,0.007473,0
0.5,0.9,1.52558,0.5,0.9,1.07894,0.5,0.9,0.015106,0
0.5,1.2,1.47083,0.5,1.2,1.093,0.5,1.2,0.019158,0
0.5,1.8,1.24723,0.5,1.8,1.27717,0.5,1.8,0.022357,0
1.2,0.06,3.74896,1.2,0.06,2.49213,1.2,0.06,0.002304,0
1.2,0.24,3.78881,1.2,0.24,2.53051,1.2,0.24,0.004973,0
1.2,1.8,3.70416,1.2,1.8,5.59245,1.2,1.8,3.34308,1
1.2,0.9,3.6962,1.2,0.9,2.51249,1.2,0.9,0.014874,0
14.732025935884899,5.371172202455876,52.948230271079275,11.340630103102633,8.115041981741335,63.93620028722546,10.645028127837126,8.66283207326169,23.36903076619069,1
1.2,1.8,3.44354,1.2,1.8,2.6939,1.2,1.8,0.022263,0
3.0,0.06,9.2684,3.0,0.06,6.1865,3.0,0.06,0.001699,0
3.0,0.24,9.38517,3.0,0.24,6.16064,3.0,0.24,0.004675,0
0.503178,0.9,1.58255,0.503178,0.9,2.39404,0.503178,0.9,0.014966,1
3.0,0.9,9.30979,3.0,0.9,6.19435,3.0,0.9,0.014579,0
3.0,1.2,9.19071,3.0,1.2,6.17992,3.0,1.2,0.018561,0
3.0,1.8,8.94935,3.0,1.8,6.34771,3.0,1.8,0.024184,0
4.0,0.06,12.6026,4.0,0.06,8.19699,4.0,0.06,0.001668,0
11.907997383846382,4.7968222405714736,44.21882537767031,10.265945569317575,6.899250145949748,74.2336862934089,14.39769060878913,9.146220528199468,35.49313175696058,1
4.0,0.48,12.3375,4.0,0.48,8.17149,4.0,0.48,0.006627,0
4.0,0.9,12.465,4.0,0.9,8.20701,4.0,0.9,0.01426,0
0.1,0.06,0.249178,0.1,0.06,0.008248,0.1,0.06,0.00611,1
4.0,1.8,12.0975,4.0,1.8,8.41948,4.0,1.8,0.023999,0
3.0,1.8,14.0127,3.0,1.8,8.44641,3.0,1.8,0.024752,1
5.0,0.24,15.5624,5.0,0.24,10.2124,5.0,0.24,0.004259,0
5.0,0.48,15.5634,5.0,0.48,10.2301,5.0,0.48,0.006435,0
5.0,0.9,15.454,5.0,0.9,10.2659,5.0,0.9,0.014148,0
5.0,1.2,15.4465,5.0,1.2,10.2565,5.0,1.2,0.018129,0
5.0,1.8,15.2377,5.0,1.8,10.4075,5.0,1.8,0.023883,0
0.1,0.06,0.335241,0.1,0.06,0.243067,0.1,0.06,0.004151,0
-0.017722228936754528,0.10878620215384269,-0.08516749370568272,-0.30649732970496846,0.5918019340393681,-0.6130792993252321,0.0596375308435288,0.07823546921939942,0.30646405068744625,1
5.0,0.24,16.2537,5.0,0.24,10.407,5.0,0.24,0.004848,1
0.1,0.9,0.287249,0.1,0.9,0.265419,0.1,0.9,0.010529,0
0.1,1.2,0.244978,0.1,1.2,0.269267,0.1,1.2,0.006763,0
3.0,1.2,8.73445,3.0,1.2,5.51712,3.0,1.2,7.19276,1
15.708054615401378,8.261110977039127,54.62859983698766,18.041028957382032,7.323670753981962,70.11067907874212,18.343419843451823,9.62639228748657,41.033996941612365,1
0.5,0.24,1.58134,0.5,0.24,1.07853,0.5,0.24,0.006806,0
0.5,0.48,1.53432,0.5,0.48,1.05575,0.5,0.48,0.005608,0
0.5,0.9,1.52558,0.5,0.9,1.07894,0.5,0.9,0.010522,0
0.5,1.2,1.47083,0.5,1.2,1.093,0.5,1.2,0.007393,0
0.5,1.8,1.24723,0.5,1.8,1.27717,0.5,1.8,0.030251,0
1.2,0.06,3.74896,1.2,0.06,2.49213,1.2,0.06,0.004088,0
1.2,0.24,3.78881,1.2,0.24,2.53051,1.2,0.24,0.007025,0
9.824102590433943,6.140150931490168,54.07336733455389,17.051737303727798,7.6498631553272265,47.61695226744241,15.013856869059405,6.074899118642855,25.004107767279354,1
1.2,0.9,3.6962,1.2,0.9,2.51249,1.2,0.9,0.010544,0
1.2,1.2,3.64991,1.2,1.2,2.50467,1.2,1.2,0.007519,0
1.2,1.8,3.44354,1.2,1.8,2.6939,1.2,1.8,0.030247,0
3.0,0.06,9.2684,3.0,0.06,6.1865,3.0,0.06,0.004261,0
3.0,0.24,9.38517,3.0,0.24,6.16064,3.0,0.24,0.007116,0
3.0,0.48,9.2688,3.0,0.48,6.15715,3.0,0.48,0.006347,0
3.0,0.9,9.30979,3.0,0.9,6.19435,3.0,0.9,0.010806,0
3.0,1.2,9.19071,3.0,1.2,6.17992,3.0,1.2,0.007686,0
3.0,1.8,8.94935,3.0,1.8,6.34771,3.0,1.8,0.028679,0
4.0,0.06,12.6026,4.0,0.06,8.19699,4.0,0.06,0.004236,0
15.673265468452517,4.8226944898206705,56.63358490476949,11.817163085837551,6.942081279397229,41.83964267150512,13.946965325244454,7.269277877498762,36.66563966643423,1
4.0,0.48,12.3375,4.0,0.48,8.17149,4.0,0.48,0.005779,0
4.0,0.9,12.465,4.0,0.9,8.20701,4.0,0.9,0.011116,0
4.0,1.2,12.3249,4.0,1.2,8.24945,4.0,1.2,0.007572,0
4.0,1.8,12.0975,4.0,1.8,8.41948,4.0,1.8,0.028719,0
5.0,0.06,15.5352,5.0,0.06,10.2503,5.0,0.06,0.004886,0
4.0,0.9,19.1322,4.0,0.9,0.004969,4.0,0.9,0.002116,1
5.0,0.48,15.5634,5.0,0.48,10.2301,5.0,0.48,0.006112,0
5.0,0.9,15.454,5.0,0.9,10.2659,5.0,0.9,0.011367,0
5.0,1.2,15.4465,5.0,1.2,10.2565,5.0,1.2,0.007615,0
4.0,0.06,12.4221,4.0,0.06,18.651,4.0,0.06,8.23302,1
0.1,0.06,0.335241,0.1,0.06,0.287339,0.1,0.06,0.00245,0
0.1,0.24,0.33337,0.1,0.24,0.281311,0.1,0.24,0.005241,0
17.332159755087638,6.246478711332088,55.642323316025745,11.88808513956451,9.391272395251285,50.58709851295365,10.961846806278448,5.7192214951896885,25.854287144121805,1
0.1,0.9,0.287249,0.1,0.9,0.415525,0.1,0.9,0.015263,0
0.1,1.2,0.244978,0.1,1.2,0.600559,0.1,1.2,0.018692,0
0.029492140755153926,2.0381325086282778,0.02880797926776568,0.29096083500150477,1.440983458913863,0.19177707703430952,0.025788676420400114,1.2350559560486245,-0.00020620072009477214,1
0.5,0.06,1.58383,0.5,0.06,1.43788,0.5,0.06,0.00238,0
13.646478689480904,7.571298000517617,65.48644221454616,10.142004915828938,9.2164841631128,55.10284808596778,11.6432263090734,6.206016291520879,23.942755427639483,1
0.5,0.48,1.53432,0.5,0.48,1.41073,0.5,0.48,0.007473,0
0.5,0.9,1.52558,0.5,0.9,1.4023,0.5,0.9,0.015106,0
0.5,1.2,1.47083,0.5,1.2,1.42567,0.5,1.2,0.019158,0
0.5,1.8,1.24723,0.5,1.8,1.39872,0.5,1.8,0.022357,0
1.2,0.06,3.74896,1.2,0.06,3.4621,1.2,0.06,0.002304,0
0.5321542391534619,-0.3257526506760813,3.796702386680325,0.9977688560379481,-0.4164564883791195,2.5795903593872977,0.7766403360367469,0.3369045041655591,0.0017726236984309828,1
1.2,0.48,3.71652,1.2,0.48,3.38597,1.2,0.48,0.007244,0
1.2,0.9,3.6962,1.2,0.9,3.38537,1.2,0.9,0.014874,0
10.693181354896662,8.432290408687427,42.982372996592645,10.760461381045557,7.346826433408787,40.72149145549807,11.866699115218825,9.060622707168177,26.840334323909065,1
1.2,1.8,3.44354,1.2,1.8,3.36135,1.2,1.8,0.022263,0
3.0,0.06,9.2684,3.0,0.06,8.42584,3.0,0.06,0.001699,0
3.0,0.24,9.38517,3.0,0.24,8.41728,3.0,0.24,0.004675,0
3.0,0.48,9.2688,3.0,0.48,8.38948,3.0,0.48,0.006947,0
2.4499515187110967,1.1392498658979449,9.57927153632786,2.5696310057634486,1.5771054626225416,8.257946472225262,2.8081235095434955,1.9558066092089863,0.2759623711833591,1
12.427110563060584,6.237476846653688,46.14784097823818,12.533627326035557,10.317033958413369,49.61191224995407,18.334981976953426,7.978070808081294,30.64426422832439,1
3.0,1.8,8.94935,3.0,1.8,8.39033,3.0,1.8,0.024184,0
4.0,0.06,12.6026,4.0,0.06,11.3309,4.0,0.06,0.001668,0
4.0,0.24,12.5105,4.0,0.24,11.3523,4.0,0.24,0.004395,0
3.2957754296989776,-0.3844878001023939,11.688092570867772,3.409567030099595,1.1726186898040694,11.122210393670366,3.8183682304316413,-0.2417065315092869,-0.06493619873567003,1
4.0,0.9,12.465,4.0,0.9,11.1574,4.0,0.9,0.01426,0
4.0,1.2,12.3249,4.0,1.2,11.1623,4.0,1.2,0.018345,0
4.0,1.8,12.0975,4.0,1.8,11.3251,4.0,1.8,0.023999,0
5.0,0.06,15.5352,5.0,0.06,13.944,5.0,0.06,0.001433,0
5.0,0.24,15.5624,5.0,0.24,14.1118,5.0,0.24,0.004259,0
5.0,0.48,15.5634,5.0,0.48,13.9728,5.0,0.48,0.006435,0
15.585121173562797,5.659936255266075,63.39774898996943,11.509424040142001,8.6352817834311,52.12184094581849,11.8078438824589,6.934862636233026,30.01977781807563,1
13.916670221982276,6.099107050211442,64.12785769506993,18.036564795019135,8.066557545390737,68.11733564063597,17.784850679905006,6.529736423016175,36.366866528530466,1
5.0,1.8,15.2377,5.0,1.8,14.1322,5.0,1.8,0.023883,0
0.1,0.06,0.335241,0.1,0.06,0.287339,0.1,0.06,0.004151,0
0.1,0.24,0.33337,0.1,0.24,0.281311,0.1,0.24,0.006898,0
0.1,1.8,0.489389,0.1,1.8,0.536592,0.1,1.8,0.020476,1
18.811366624350878,7.806393735526504,72.56174253713391,14.320787140008804,8.48703546666577,68.24493127056877,15.329196761748804,6.902865785171889,36.99553786358581,1
0.1,1.2,0.244978,0.1,1.2,0.600559,0.1,1.2,0.006763,0
