index1.1,index1.2,val1,index2.1,index2.2,val2,index3.1,index3.2,val3
11.0289895604562,7.013105503067189,45.832372974307695,12.965776311660049,8.001619311882054,45.70187207554535,18.43670147601987,9.516880637337206,32.80603182004804
0.5,0.9,1.52991,0.5,0.9,0.013591,0.5,0.9,0.014586
4.0,1.8,6.18392,4.0,1.8,4.29238,4.0,1.8,5.45834
0.5,0.48,0.995535,0.5,0.48,1.22376,0.5,0.48,0.001258
0.1,1.2,0.474061,0.1,1.2,0.282558,0.1,1.2,0.035648
1.2,0.48,1.3947,1.2,0.48,0.652365,1.2,0.48,0.821349
0.9768524442428403,1.4691297958834966,4.930074257334078,1.6755351758694543,1.2614936495756135,6.081087943576741,1.5251918456979212,1.2430955574929028,0.2755434023945884
1.2,1.2,4.05871,1.2,1.2,5.74399,1.2,1.2,0.028784
0.5,0.48,2.33804,0.5,0.48,1.10157,0.5,0.48,0.011488
3.0,1.8,10.4368,3.0,1.8,8.43089,3.0,1.8,0.009555
4.7767582072027865,0.7512093150035768,23.74885693963772,5.3355856795258045,-0.4655658678880839,11.77469523503672,4.916082283809785,-0.368947378671487,-0.8339838128369536
4.0,0.48,8.28889,4.0,0.48,11.1758,4.0,0.48,0.014563
1.2,0.48,3.76683,1.2,0.48,2.45505,1.2,0.48,0.00815
4.547331916242574,-0.4876444879506078,16.724289087373386,4.7400873889132304,0.3342200402103784,8.064622060099495,4.629030273121762,0.6180439403475028,1.301354727922655
4.0,0.24,12.3598,4.0,0.24,18.5665,4.0,0.24,11.1211
4.0,1.8,13.0,4.0,1.8,18.851,4.0,1.8,0.058201
0.5,1.8,0.819694,0.5,1.8,0.461318,0.5,1.8,0.116852
10.369185988893184,6.439933227564472,55.636303784631416,17.042823588958168,9.28696470651828,39.798663215516456,17.51163166236621,5.573146809679415,24.960838513267785
0.16,1.2,0.647007,0.16,1.2,0.124721,0.16,1.2,0.015392
0.5,0.24,1.58418,0.5,0.24,1.12166,0.5,0.24,0.006144
0.1,0.9,0.471167,0.1,0.9,0.355138,0.1,0.9,0.01471
2.4499515187110967,1.1392498658979449,9.57927153632786,2.5696310057634486,1.5771054626225416,8.257946472225262,2.8081235095434955,1.9558066092089863,0.2759623711833591
15.855392213544585,6.233074597042923,61.30543193252373,15.5912521009989,6.587475912049101,56.03134365005303,12.406817148475742,9.319122857350326,30.31686591261144
4.0,1.8,12.0975,4.0,1.8,18.791,4.0,1.8,11.3251
4.0,1.8,18.9181,4.0,1.8,11.2433,4.0,1.8,0.029899
0.04,0.6,0.087018,0.04,0.6,0.100937,0.04,0.6,0.28594
4.0,1.8,9.57657,4.0,1.8,0.009084,4.0,1.8,0.004635
0.1,0.06,0.149294,0.1,0.06,0.008501,0.1,0.06,0.008664
14.671522172170484,5.118149266858955,61.575073646774754,14.17438891082396,6.207914791149161,39.666416941909176,11.675055243988693,5.577490477472549,30.078651985423114
0.2091910163855099,0.3764727820169683,0.2071215786354597,0.4088107581858728,1.349970046268156,-0.4568897723325222,0.5298873793208888,1.1633618183893173,-0.7351512349526159
3.0,1.8,14.0538,3.0,1.8,6.94171,3.0,1.8,0.002127
0.5,1.2,1.80063,0.5,1.2,2.38836,0.5,1.2,1.22262
0.4,1.2,0.164217,0.4,1.2,0.495976,0.4,1.2,0.042784
0.08,1.2,0.40565,0.08,1.2,0.502134,0.08,1.2,0.007781
4.00318,0.9,18.922,4.00325,0.9,7.15315,4.00318,0.9,0.019018
1.2,0.06,3.75436,1.2,0.06,0.0047715,1.2,0.06,0.0053085
0.1,0.9,0.320032,0.1,0.9,0.233905,0.1,0.9,0.03864
0.5,0.06,0.852209,0.5,0.06,1.17685,0.5,0.06,0.001317
0.1,0.24,0.126266,0.1,0.24,0.076175,0.1,0.24,0.071639
3.0,0.9,9.27535,3.0,0.9,13.9361,3.0,0.9,8.57137
5.0,0.24,2.69323,5.0,0.24,3.61815,5.0,0.24,0.063269
0.5,1.8,0.587986,0.5,1.8,0.475135,0.5,1.8,0.34888
1.2,1.2,1.86523,1.2,1.2,0.044471,1.2,1.2,0.04086
3.0,0.48,2.28621,3.0,0.48,3.4888,3.0,0.48,1.55414
5.0,0.06,16.1572,5.0,0.06,23.5378,5.0,0.06,11.8138
4.857667724782365,2.138450618847179,23.179067184372503,5.666322759347967,2.113102780816123,10.360615699663551,5.849004842443127,1.8840507306307976,13.660926241382471
3.0,1.8,3.47341,3.0,1.8,2.06564,3.0,1.8,0.147921
0.206278,0.06,0.196369,0.206094,0.06,0.007833,0.206278,0.06,0.006693
1.2,0.06,0.969153,1.2,0.06,0.655152,1.2,0.06,0.848835
0.5,0.48,2.35302,0.5,0.48,1.49683,0.5,0.48,0.0237
1.2,1.8,4.44495,1.2,1.8,2.93077,1.2,1.8,0.007016
0.1,0.06,0.121822,0.1,0.06,0.104436,0.1,0.06,0.02353
3.0,0.9,14.1676,3.0,0.9,5.3009,3.0,0.9,0.029262
0.5,0.24,0.868913,0.5,0.24,1.16902,0.5,0.24,0.001368
3.0,0.48,9.46643,3.0,0.48,8.50691,3.0,0.48,0.001672
1.2,0.06,1.46536,1.2,0.06,0.687948,1.2,0.06,0.851639
5.0,1.2,23.7892,5.0,1.2,10.5761,5.0,1.2,0.006947
5.0,0.06,5.86015,5.0,0.06,2.60697,5.0,0.06,0.030299
5.0,0.06,23.8676,5.0,0.06,13.8489,5.0,0.06,0.00696
10.170846499483876,4.557085519226831,56.75807861274742,18.337135057624756,6.600947008159959,49.46163156495596,11.281706644883256,6.684635003590708,23.92664863414396
0.5575860753593114,-0.0554320555989676,-0.408765727189855,0.2230919721479836,-0.3991580686642006,-0.4888511023201112,-0.5319357803668583,0.2231905039227802,0.6852006804664035
0.1,0.24,0.472024,0.1,0.24,0.30741,0.1,0.24,0.007918
0.1,1.8,1.01031,0.1,1.8,0.274182,0.1,1.8,0.495732
4.0,0.06,12.9882,4.0,0.06,18.8335,4.0,0.06,9.53126
0.5,0.9,0.594205,0.5,0.9,0.409189,0.5,0.9,0.088912
4.0,0.24,8.19572,4.0,0.24,11.1643,4.0,0.24,0.0079215
3.0,0.24,10.0392,3.0,0.24,14.4371,3.0,0.24,8.3221
0.907209266440002,0.9303681913289708,-0.3422956123194107,0.5043672867108946,-0.0120454591053993,0.0185406277846116,-0.5269946029756812,-0.6665364269157048,-0.0085248563161444
0.8,0.6,0.489047,0.8,0.6,0.566283,0.8,0.6,0.345013
0.08,0.18,0.103336,0.08,0.18,0.050389,0.08,0.18,0.008542
3.951464089925723,0.957189880351318,18.34216135178785,3.853841427115456,0.8170999909484952,8.234970330461609,3.118646504979198,0.8323647296478678,10.968726908460036
4.0,0.06,12.6026,4.0,0.06,8.19699,4.0,0.06,11.3309
1.2,1.8,2.23994,1.2,1.8,0.019244,1.2,1.8,0.00286
5.0,1.8,9.1109,5.0,1.8,0.008795,5.0,1.8,0.004535
3.0,0.9,14.3318,3.0,0.9,8.41096,3.0,0.9,0.0067
5.0,0.24,16.7312,5.0,0.24,10.3364,5.0,0.24,14.0988
-0.0106298442282555,-0.0206347502989894,-0.788617211295528,0.544376035842022,-0.4177593842096187,-0.0304642577028681,0.3388305006389977,0.790451713072267,-0.5334081409484197
0.3889758911720256,0.3047513020203342,0.8069559540327458,-0.4603973687460502,0.0764641833784744,-0.3241375753234802,-0.4514572348826366,0.2440324688734706,0.4746202195679376
0.5,0.9,0.415405,0.5,0.9,0.073591,0.5,0.9,0.05521
5.0,0.48,15.6151,5.0,0.48,23.2062,5.0,0.48,8.80663
4.0,0.48,18.6761,4.0,0.48,7.10421,4.0,0.48,9.82611
3.0,1.8,8.95205,3.0,1.8,14.0127,3.0,1.8,0.042735
0.16,0.06,0.116376,0.16,0.06,0.007273,0.16,0.06,0.002187
0.5,0.9,0.439055,0.5,0.9,0.594205,0.5,0.9,0.088912
4.0,0.24,3.17626,4.0,0.24,4.71466,4.0,0.24,0.034175
0.16,0.06,0.084993,0.16,0.06,0.060643,0.16,0.06,0.003737
1.2,0.06,3.95823,1.2,0.06,5.71977,1.2,0.06,0.007617
15.883759001889016,5.7013638714968735,57.73439058636153,13.3226230737813,8.429908070713843,42.63395062396631,14.333332323875442,6.743673990837061,39.782447047049374
0.1,1.8,0.759076,0.1,1.8,0.019025,0.1,1.8,0.015048
0.32,0.42,0.174749,0.32,0.42,0.021463,0.32,0.42,0.007503
0.5,0.06,1.07725,0.5,0.06,1.41431,0.5,0.06,0.00541
4.0,0.9,13.1537,4.0,0.9,18.917,4.0,0.9,0.0076
16.421189452233108,4.993328069154501,49.64727450452418,17.61689173414041,7.699374119295759,72.67527641311881,15.282951870634276,9.135821196803883,23.72151360430418
0.1,0.9,0.348602,0.1,0.9,0.283847,0.1,0.9,0.034026
0.04,1.2,0.347827,0.04,1.2,0.122644,0.04,1.2,0.007895
3.0,0.06,14.2214,3.0,0.06,0.0084885,3.0,0.06,0.0097155
0.5,0.24,1.12166,0.5,0.24,1.40206,0.5,0.24,0.006144
1.2,0.48,0.911705,1.2,0.48,1.3947,1.2,0.48,0.030959
3.0,0.06,3.5316,3.0,0.06,1.5702,3.0,0.06,2.10287
0.08,0.42,0.092573,0.08,0.42,0.199113,0.08,0.42,0.006019
3.0,1.8,2.31127,3.0,1.8,3.47341,3.0,1.8,1.73044
1.2048143260954314,1.7533126545686422,0.8320124925680845,0.4253054480530678,1.691963454603112,-0.47998770362208,0.1973037992305121,1.3915951926886636,-0.18042903165128
0.4,0.06,0.485012,0.4,0.06,0.289052,0.4,0.06,0.008673
18.027634731430428,5.080072837427212,64.55145649320565,9.81281485555351,7.175631340457458,45.303407097993976,19.67059245371905,5.78051168914802,36.16795603928662
5.0115830400310495,2.459550513722994,23.76908755637928,4.246343209259069,1.1742386028477343,10.701894438611577,4.88784226238869,1.762709884948243,-0.2824840875073785
3.0,0.48,4.64077,3.0,0.48,4.08399,3.0,0.48,0.024673
1.2,0.9,3.88829,1.2,0.9,2.58389,1.2,0.9,0.033379
12.72053845924655,5.64743076482656,45.59153914660225,14.08485043339681,6.695429415789628,64.06816921575609,16.890622051540046,6.873686458810495,39.465371813408126
0.8,1.2,0.405203,0.8,1.2,0.023849,0.8,1.2,0.012719
0.1,0.06,0.254577,0.1,0.06,0.007113,0.1,0.06,0.00194
10.502622989745577,4.749938831341925,50.87562796139723,13.7778856257492,6.489522994424511,40.23958432288194,10.496440109187375,8.658967961793898,34.02407484161438
3.796646492316894,1.3444475717826967,19.718204161550137,4.002431127466796,1.8051260099567024,8.373165368091996,3.5098605323519743,1.1948188789794996,0.0620551391297842
5.0,0.48,23.4553,5.0,0.48,11.862,5.0,0.48,0.003738
0.5,0.06,0.459131,0.5,0.06,0.331121,0.5,0.06,0.361887
5.00318,1.8,16.0298,5.00325,1.8,9.19168,5.00318,1.8,0.031544
0.5,0.9,0.594205,0.5,0.9,0.409189,0.5,0.9,0.096309
0.2,0.6,0.364008,0.2,0.6,0.348339,0.2,0.6,0.010972
4.0,0.9,6.73788,4.0,0.9,9.03996,4.0,0.9,0.007938
0.5,1.8,1.24345,0.5,1.8,0.05603,0.5,1.8,0.060146
0.04,1.2,0.57492,0.04,1.2,0.027063,0.04,1.2,0.007585
0.1,1.2,0.478548,0.1,1.2,0.340758,0.1,1.2,0.019639
0.2,0.42,0.320034,0.2,0.42,0.004368,0.2,0.42,0.000384
0.1,1.2,0.416485,0.1,1.2,0.478548,0.1,1.2,0.0178335
0.503178,0.48,1.60089,0.503246,0.48,0.987185,0.503178,0.48,0.009268
0.5,1.2,0.802832,0.5,1.2,1.15959,0.5,1.2,0.040826
0.1,0.06,0.149721,0.1,0.06,0.013966,0.1,0.06,0.012725
3.0,0.24,9.35947,3.0,0.24,6.2449,3.0,0.24,8.55077
0.1,0.9,0.543143,0.1,0.9,0.031545,0.1,0.9,0.0293065
0.1,0.06,0.342477,0.1,0.06,0.243741,0.1,0.06,0.004788
0.5,0.06,0.829044,0.5,0.06,0.684088,0.5,0.06,0.008615
1.2235673992224223,0.3967294378636112,2.062847634314415,0.5235601359054619,-0.6396865230727506,1.3249214824269966,-0.2647038616158155,0.2398828520830097,1.4537648563488177
5.0,0.06,16.3059,5.0,0.06,23.517,5.0,0.06,8.6637
3.00318,1.8,14.3176,3.00325,1.8,7.11613,3.00325,1.8,0.017196
0.9489460875851512,0.215087913591419,1.245065173371302,1.5385152349004032,0.5005066735826011,1.39459820575336,1.3414140800593517,-0.0193205130215505,-0.3478365354415978
-0.039107405408854,0.7314297381594785,0.2651139777134442,-0.9289866572441764,0.92045271394753,0.1957635351623308,-0.8458773895159476,-0.0855684265527056,-1.1584926599065837
5.0,1.8,15.2377,5.0,1.8,23.6913,5.0,1.8,14.1322
4.0,1.2,18.7098,4.0,1.2,0.007499,4.0,1.2,0.01655
4.0,1.8,6.11554,4.0,1.8,9.33545,4.0,1.8,5.46556
4.0,0.24,6.21678,4.0,0.24,4.14745,4.0,0.24,0.020127
5.0,1.2,16.8827,5.0,1.2,23.7892,5.0,1.2,0.009086
1.2,0.48,1.01942,1.2,0.48,0.756783,1.2,0.48,0.085264
0.5,0.06,1.67325,0.5,0.06,2.42976,0.5,0.06,0.008836
3.0,0.48,8.39772,3.0,0.48,0.009605,3.0,0.48,0.01147
1.2,0.24,4.03166,1.2,0.24,2.1716,1.2,0.24,2.86116
0.2,0.06,0.226426,0.2,0.06,0.003009,0.2,0.06,0.000224
0.2,0.06,0.47767,0.2,0.06,0.244802,0.2,0.06,0.28636
16.415507743800593,7.304086936957544,39.68957154647103,12.02647309061871,10.221332535922382,59.09693611610364,13.64224598115287,9.08031991941249,28.61674463792829
3.0,1.8,14.3495,3.0,1.8,6.58844,3.0,1.8,0.003708
1.2,0.06,1.41044,1.2,0.06,0.655152,1.2,0.06,0.848835
0.04,0.42,0.187081,0.04,0.42,0.258003,0.04,0.42,0.019029
5.0,1.8,5.82854,5.0,1.8,3.47908,5.0,1.8,0.147491
5.0,1.8,10.8093,5.0,1.8,13.818,5.0,1.8,0.003264
4.0,0.06,12.3915,4.0,0.06,8.23454,4.0,0.06,2.5e-05
0.0460942,0.42,0.093074,0.0460942,0.42,0.132806,0.0460942,0.42,0.015525
0.1,0.48,0.437669,0.1,0.48,0.480006,0.1,0.48,0.306199
4.0,1.8,13.0727,4.0,1.8,18.7033,4.0,1.8,0.003256
5.0,0.9,14.0984,5.0,0.9,0.031789,5.0,0.9,0.029892
14.010535085747788,5.925650929203898,48.61195048114338,9.445826107502215,6.325572099324605,39.35911198763844,18.980263063231604,9.127576034035158,42.29804216834528
0.1,1.8,0.675075,0.1,1.8,1.05955,0.1,1.8,0.021351
0.5,0.48,1.15775,0.5,0.48,0.689372,0.5,0.48,0.024228
0.5,1.8,0.427515,0.5,1.8,0.348882,0.5,1.8,0.162252
4.00318,0.48,13.0947,4.00318,0.48,18.9567,4.00325,0.48,9.55829
0.1,0.48,0.474765,0.1,0.48,0.351005,0.1,0.48,0.023537
0.5,1.2,0.705561,0.5,1.2,0.690736,0.5,1.2,0.013412
5.0,1.2,7.703,5.0,1.2,5.21792,5.0,1.2,0.011768
0.4106309401550329,0.6714087776151663,0.5623248738211677,0.6351606229216845,0.1741631087723405,0.2953355884961662,0.7514423425593857,0.1361321263254242,-0.7235932293547734
0.08,0.18,0.158037,0.08,0.18,0.148916,0.08,0.18,0.116317
12.822282542663496,7.291357983836833,46.02724497344372,9.369196023543376,6.966964079382329,40.51696285928497,12.521811821004588,6.54204930352749,25.844865012120312
3.0,0.48,9.84071,3.0,0.48,5.30632,3.0,0.48,0.0037
18.33374332289314,6.880116898103818,55.533242748803936,12.68822991983496,10.183489948016682,41.72847367385255,15.130984398420892,7.544186358847001,35.620778156027825
4.00318,0.48,18.9567,4.00318,0.48,0.014031,4.00325,0.48,0.005705
1.2,0.24,1.01622,1.2,0.24,0.73131,1.2,0.24,0.887646
0.1,0.48,0.470508,0.1,0.48,0.51281,0.1,0.48,0.295779
0.08,1.2,0.02653,0.08,1.2,0.425541,0.08,1.2,0.015524
0.1,0.48,0.250856,0.1,0.48,0.33408,0.1,0.48,0.00573
5.0,0.06,20.5302,5.0,0.06,0.006715,5.0,0.06,0.002152
2.3387310341913965,0.7945295973276476,9.434962771078958,3.2336897848633943,1.0354700000279302,8.564659594619759,2.7814667566531925,1.8119601008084587,1.295979047286178
4.195315610225635,0.8520396619630609,6.129025889396035,3.873634453321333,0.4896652402782183,-0.0933801393150231,5.104029538754545,1.5511533553923649,-0.4232135892612169
0.5413665230659975,0.0278925224318047,0.1800225487126929,1.03063602810956,0.2960788967867579,0.5735720920865466,0.6678233664998575,1.137370625110419,-0.6271089880606364
0.1,0.24,0.473367,0.1,0.24,0.257708,0.1,0.24,0.007715
3.613180077530935,0.1717997272229526,12.096650794875972,4.217446481338669,-1.020456301383361,18.623627721796705,4.8983767327132455,0.2797429139978824,11.204596832265496
0.0260942,0.42,0.048427,0.0260942,0.42,0.107996,0.0262778,0.42,0.144239
1.0542968193255533,-0.063205476677809,1.6404789597012934,1.4521286222420755,0.3224039700382777,1.0097733442400365,0.2709374931332041,0.1265732992428281,0.7363594068945347
0.8553591480887905,0.6378124397535928,0.0232386442008206,0.1023192657248691,0.6570209782808291,-0.7075163069467175,0.098847109981405,0.1949382633530541,0.2666499928148758
3.71797397912691,1.517618280599676,13.14652509440922,3.511824124470869,2.364068373560968,10.008741725683995,4.309658654799795,1.8221208876969253,0.5269247575757686
0.08,0.18,0.187966,0.08,0.18,0.20113,0.08,0.18,0.005348
0.08,0.42,0.195719,0.08,0.42,0.264046,0.08,0.42,0.013816
4.784033515329488,1.3986041550658233,5.371117185310948,4.950137326157117,0.91081830650629,3.843104827490846,5.7349738780954205,1.7315237419914151,2.890964488922921
1.6379951912896449,0.7141789614818648,2.8264279316930945,0.498999688285944,0.2846798423902712,0.5624365878740614,1.2649809357845576,-0.2965184647562249,-0.5588298197099706
1.2,0.9,0.994967,1.2,0.9,0.10441,1.2,0.9,0.111642
1.2,0.06,3.9471,1.2,0.06,0.004812,1.2,0.06,0.002173
0.5,0.24,0.848202,0.5,0.24,0.686797,0.5,0.24,0.01291
0.5,0.9,2.39406,0.5,0.9,1.20077,0.5,0.9,0.0288385
5.179693038660251,-0.1787649264993517,14.335840974518185,5.0037693152288005,0.3874066021824112,-0.5057255233653939,5.071693131614911,-0.2896316036919582,-0.6053008265381101
10.178819399868454,5.807654796359921,63.14708611977214,15.760149006218114,5.697044383976042,46.00608051751988,17.251007518694394,6.238920506473392,41.56986248323811
1.2,1.2,5.60536,1.2,1.2,0.017865,1.2,1.2,0.019298
0.2,0.06,0.346685,0.2,0.06,0.47767,0.2,0.06,0.28636
0.04,0.06,0.083761,0.04,0.06,0.099101,0.04,0.06,0.002909
0.5,0.06,0.820683,0.5,0.06,0.57991,0.5,0.06,0.69326
3.0,0.06,5.21643,3.0,0.06,7.14248,3.0,0.06,0.0084885
1.2,1.8,4.97793,1.2,1.8,2.50098,1.2,1.8,2.87983
18.506396428013424,7.590317982414842,67.00518527202289,14.19214855789886,8.257283597503601,48.26164158727092,18.92271212698825,8.978797335976271,31.89596729479968
5.0,0.48,5.89802,5.0,0.48,3.61756,5.0,0.48,0.071152
5.0,0.24,15.5757,5.0,0.24,23.3934,5.0,0.24,0.007952
0.503178,0.06,2.4259,0.503246,0.06,1.26154,0.503178,0.06,0.005355
16.174734625262627,4.349650028806941,68.08708387351695,16.7768986886634,7.025343444755701,48.02406311721962,10.817873621348044,5.15662023519196,38.22908451118021
11.028462450084012,4.400770040393893,72.33265218452404,12.159397198994808,6.916957787855923,73.33973001442403,17.746743343309877,7.779158963272071,38.93311236417503
1.2,1.8,3.38332,1.2,1.8,0.02588,1.2,1.8,0.042537
0.5,0.06,2.39971,0.5,0.06,1.30207,0.5,0.06,0.004535
5.0,1.8,23.3871,5.0,1.8,10.2514,5.0,1.8,0.0266845
3.0,1.8,8.93859,3.0,1.8,12.3929,3.0,1.8,5.60343
18.86214775090837,7.57051676329441,47.38800237220099,14.478150151627949,7.885284832193887,58.2024612511845,16.143342688177935,8.352319785540898,24.813562063979
0.5,1.2,1.94279,0.5,1.2,1.34994,0.5,1.2,0.010467
3.0,1.8,14.0194,3.0,1.8,6.20076,3.0,1.8,8.49052
4.0,0.06,9.55885,4.0,0.06,0.006855,4.0,0.06,0.002133
5.0,0.48,15.5633,5.0,0.48,13.9556,5.0,0.48,0.008804
3.0,0.06,6.18353,3.0,0.06,8.30389,3.0,0.06,0.005808
0.5,1.2,1.093,0.5,1.2,0.019158,0.5,1.2,0.007393
3.0,1.2,10.0523,3.0,1.2,5.46234,3.0,1.2,0.004186
3.00318,1.8,9.5514,3.00318,1.8,0.029182,3.00325,1.8,0.017196
0.1,0.9,0.24107,0.1,0.9,0.321357,0.1,0.9,0.03864
3.0,0.48,9.37916,3.0,0.48,6.23539,3.0,0.48,0.0100695
0.5,0.06,2.10711,0.5,0.06,0.893459,0.5,0.06,0.007164
3.0,1.8,14.0712,3.0,1.8,6.25419,3.0,1.8,0.030119
5.0,0.06,15.4607,5.0,0.06,23.215,5.0,0.06,10.2362
4.0,0.06,8.23302,4.0,0.06,11.14,4.0,0.06,0.0076495
4.0,0.48,11.3647,4.0,0.48,9.65513,4.0,0.48,0.007109
0.5,0.06,2.46242,0.5,0.06,1.07507,0.5,0.06,0.007075
0.1,1.2,0.245743,0.1,1.2,0.235701,0.1,1.2,0.013451
4.0,0.24,12.6184,4.0,0.24,0.019536,4.0,0.24,0.021208
1.2,1.8,3.79344,1.2,1.8,5.59591,1.2,1.8,0.026631
4.0,0.48,19.1,4.0,0.48,0.004811,4.0,0.48,0.002123
1.2,0.24,2.61943,1.2,0.24,3.43744,1.2,0.24,0.02063
0.5,0.48,0.453179,0.5,0.48,0.34443,0.5,0.48,0.0705
1.2,1.8,3.79344,1.2,1.8,5.59591,1.2,1.8,0.020399
17.885975996600912,7.319433013853308,59.7276120356571,13.648709431062136,7.934762467510531,52.26289553920941,16.63749868046596,6.90259060877218,26.290184197182235
5.0,0.24,23.5132,5.0,0.24,0.007719,5.0,0.24,0.004155
0.5,0.48,0.994755,0.5,0.48,1.20691,0.5,0.48,0.003994
4.0,0.24,12.5213,4.0,0.24,11.364,4.0,0.24,0.008601
0.5,1.2,1.91588,0.5,1.2,0.997304,0.5,1.2,0.002665
3.0,1.8,9.40808,3.0,1.8,6.20076,3.0,1.8,0.0298875
0.5,1.2,1.14185,0.5,1.2,1.39209,0.5,1.2,0.0226675
0.1,0.24,0.491164,0.1,0.24,0.284182,0.1,0.24,0.002111
0.1,0.9,0.298435,0.1,0.9,0.231974,0.1,0.9,0.012966
4.0,0.06,6.16548,4.0,0.06,4.10865,4.0,0.06,5.45345
4.0,0.06,2.10563,4.0,0.06,2.8152,4.0,0.06,0.053596
4.0,0.06,6.9139,4.0,0.06,0.007069,4.0,0.06,0.003759
11.98376659004497,7.546001032931215,67.36207713442982,18.383079288578948,8.468805235069208,62.09438364444375,14.84917089739428,7.896097364080804,30.90112082081132
0.1,0.9,0.243332,0.1,0.9,0.315974,0.1,0.9,0.013336
5.0,1.2,23.3699,5.0,1.2,10.3384,5.0,1.2,13.9071
0.1,0.24,0.400669,0.1,0.24,0.483747,0.1,0.24,0.005058
5.0,0.48,16.3157,5.0,0.48,11.8204,5.0,0.48,0.004109
0.1,0.06,0.19844,0.1,0.06,0.007113,0.1,0.06,0.00194
0.08,0.6,0.084818,0.08,0.6,0.273588,0.08,0.6,0.005841
5.0,0.48,7.71103,5.0,0.48,5.12214,5.0,0.48,0.019846
5.0,1.8,15.5071,5.0,1.8,23.2334,5.0,1.8,0.019919
0.1,0.48,0.355038,0.1,0.48,0.382309,0.1,0.48,0.003813
4.0,0.9,12.5943,4.0,0.9,9.9514,4.0,0.9,0.001222
0.0860942,0.6,0.21359,0.0862778,0.6,0.127137,0.0862778,0.6,0.288026
